SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
196.0,109.0,389.0,53.0,645.0,119.0,259.0,89.0
274.0,245.0,288.0,147.0,346.0,426.0,287.0,226.0
1344.0,1527.0,1459.0,976.0,1703.0,2311.0,961.0,1391.0
27.0,12.0,4.0,3.0,9.0,32.0,4.0,4.0
2855.0,2910.0,3094.0,1824.0,3062.0,5093.0,2199.0,2709.0
935.0,573.0,725.0,370.0,878.0,695.0,530.0,410.0
22.0,7.0,26.0,11.0,19.0,19.0,4.0,5.0
1178.0,1865.0,1224.0,1457.0,1503.0,2518.0,965.0,1711.0
1537.0,2394.0,1998.0,1916.0,1972.0,3257.0,1528.0,2610.0
1213.0,1500.0,1298.0,1080.0,1193.0,1811.0,1377.0,1801.0
90.0,47.0,149.0,15.0,98.0,93.0,117.0,46.0
523.0,413.0,589.0,262.0,721.0,736.0,490.0,519.0
17.0,23.0,32.0,12.0,47.0,50.0,17.0,20.0
32.0,33.0,29.0,14.0,54.0,57.0,32.0,34.0
158.0,125.0,161.0,101.0,179.0,187.0,130.0,184.0
632.0,456.0,783.0,447.0,653.0,745.0,543.0,527.0
794.0,732.0,949.0,533.0,789.0,876.0,658.0,690.0
2961.0,1512.0,3490.0,1113.0,2778.0,2741.0,2554.0,1457.0
1562.0,1423.0,4409.0,3697.0,1075.0,2847.0,1274.0,2688.0
848.0,745.0,950.0,523.0,1014.0,1059.0,611.0,604.0
545.0,313.0,476.0,185.0,476.0,397.0,451.0,442.0
344.0,244.0,502.0,230.0,295.0,334.0,405.0,306.0
498.0,507.0,525.0,365.0,522.0,644.0,440.0,488.0
205.0,288.0,277.0,113.0,362.0,207.0,185.0,237.0
4351.0,4293.0,4341.0,3066.0,4903.0,6592.0,3585.0,4531.0
61.0,56.0,112.0,55.0,205.0,192.0,68.0,72.0
214.0,117.0,232.0,112.0,378.0,263.0,199.0,164.0
942.0,830.0,1264.0,624.0,1248.0,1353.0,1050.0,772.0
853.0,1555.0,1034.0,751.0,1833.0,4630.0,1211.0,1474.0
1246.0,888.0,1090.0,657.0,1288.0,1214.0,1243.0,834.0
1535.0,1599.0,1837.0,1237.0,1784.0,2086.0,1319.0,1789.0
3.0,3.0,1.0,2.0,17.0,10.0,0.0,5.0
468.0,565.0,652.0,493.0,499.0,846.0,422.0,593.0
183.0,215.0,352.0,264.0,257.0,469.0,197.0,332.0
138.0,95.0,126.0,38.0,189.0,133.0,164.0,97.0
1.0,6.0,0.0,3.0,6.0,11.0,6.0,6.0
225.0,236.0,303.0,244.0,253.0,389.0,184.0,197.0
166.0,127.0,200.0,123.0,251.0,300.0,118.0,132.0
1744.0,1588.0,1606.0,1002.0,1771.0,2545.0,1281.0,1616.0
402.0,295.0,414.0,283.0,438.0,488.0,326.0,435.0
86.0,11.0,48.0,1.0,18.0,6.0,31.0,8.0
4.0,14.0,6.0,1.0,11.0,14.0,9.0,6.0
1.0,0.0,1.0,0.0,2.0,5.0,2.0,3.0
35.0,104.0,35.0,50.0,20.0,66.0,18.0,49.0
51.0,71.0,188.0,72.0,83.0,227.0,101.0,155.0
34.0,38.0,44.0,29.0,88.0,140.0,58.0,60.0
2135.0,2256.0,2714.0,1508.0,3309.0,3655.0,2083.0,2718.0
247.0,244.0,282.0,151.0,325.0,308.0,234.0,176.0
585.0,556.0,493.0,273.0,576.0,665.0,439.0,513.0
565.0,328.0,605.0,256.0,872.0,614.0,386.0,396.0
273.0,4798.0,386.0,4042.0,599.0,5515.0,161.0,4229.0
643.0,659.0,862.0,635.0,944.0,1186.0,653.0,799.0
974.0,726.0,1083.0,689.0,1330.0,1616.0,939.0,993.0
281.0,241.0,304.0,181.0,315.0,353.0,267.0,254.0
446.0,557.0,418.0,348.0,319.0,536.0,336.0,393.0
631.0,553.0,706.0,428.0,885.0,885.0,673.0,707.0
5398.0,5438.0,4986.0,2529.0,3874.0,4533.0,3398.0,3351.0
346.0,264.0,384.0,161.0,44.0,40.0,29.0,19.0
176.0,154.0,68.0,77.0,78.0,126.0,56.0,63.0
11752.0,8562.0,13766.0,6343.0,13704.0,12378.0,11013.0,8411.0
987.0,1068.0,1185.0,763.0,1185.0,1401.0,833.0,1060.0
2034.0,1889.0,3398.0,2008.0,2427.0,3780.0,2413.0,2940.0
195.0,107.0,198.0,86.0,230.0,156.0,198.0,131.0
28.0,32.0,36.0,64.0,246.0,385.0,118.0,347.0
521.0,510.0,500.0,415.0,571.0,694.0,479.0,547.0
1727.0,1685.0,2228.0,1115.0,1845.0,2064.0,1466.0,1371.0
257.0,227.0,384.0,230.0,359.0,412.0,260.0,235.0
555.0,906.0,572.0,602.0,635.0,822.0,564.0,941.0
12.0,12.0,8.0,3.0,16.0,21.0,13.0,8.0
6333.0,5766.0,7101.0,3188.0,7948.0,8384.0,5138.0,5476.0
526.0,464.0,651.0,367.0,560.0,724.0,524.0,461.0
2828.0,2608.0,3466.0,2582.0,3355.0,4509.0,2892.0,4121.0
47.0,48.0,101.0,53.0,73.0,66.0,22.0,25.0
95.0,240.0,172.0,164.0,124.0,325.0,129.0,370.0
401.0,350.0,592.0,209.0,638.0,523.0,394.0,320.0
3649.0,581.0,3005.0,370.0,2469.0,1230.0,891.0,238.0
443.0,339.0,462.0,226.0,416.0,520.0,375.0,304.0
434.0,1046.0,750.0,899.0,458.0,1419.0,358.0,1387.0
508.0,493.0,623.0,541.0,657.0,959.0,466.0,605.0
1577.0,1419.0,1712.0,1159.0,2016.0,2337.0,1604.0,1578.0
6607.0,5180.0,8421.0,4163.0,6947.0,6676.0,8089.0,8467.0
433.0,349.0,465.0,208.0,569.0,416.0,399.0,273.0
90.0,68.0,170.0,43.0,169.0,127.0,222.0,138.0
570.0,489.0,436.0,186.0,503.0,488.0,354.0,248.0
4148.0,5430.0,5764.0,3839.0,6394.0,5994.0,4178.0,4906.0
459.0,441.0,480.0,340.0,377.0,615.0,320.0,474.0
513.0,347.0,555.0,229.0,498.0,586.0,408.0,298.0
131.0,171.0,204.0,153.0,204.0,271.0,118.0,175.0
3165.0,2588.0,2913.0,1285.0,2971.0,4148.0,2679.0,2843.0
171.0,585.0,421.0,1175.0,427.0,3069.0,243.0,1396.0
18.0,25.0,12.0,9.0,17.0,54.0,23.0,10.0
1693.0,1838.0,2053.0,1378.0,1976.0,2829.0,1302.0,1873.0
352.0,342.0,265.0,197.0,319.0,404.0,402.0,300.0
99.0,40.0,125.0,38.0,178.0,107.0,108.0,65.0
435.0,408.0,374.0,212.0,281.0,441.0,384.0,475.0
587.0,552.0,618.0,338.0,673.0,876.0,501.0,504.0
598.0,537.0,613.0,352.0,622.0,776.0,477.0,567.0
2979.0,2061.0,3859.0,1805.0,3540.0,3546.0,3080.0,2567.0
609.0,510.0,642.0,327.0,663.0,1103.0,442.0,546.0
83.0,59.0,72.0,50.0,99.0,137.0,52.0,82.0
3.0,1.0,7.0,0.0,3.0,3.0,6.0,1.0
2.0,0.0,3.0,2.0,3.0,5.0,3.0,6.0
3452.0,3339.0,2732.0,1868.0,2849.0,3654.0,2111.0,2679.0
388.0,372.0,445.0,413.0,345.0,655.0,380.0,574.0
607.0,607.0,828.0,324.0,680.0,990.0,550.0,557.0
727.0,710.0,807.0,444.0,836.0,912.0,637.0,618.0
525.0,598.0,440.0,276.0,491.0,645.0,466.0,488.0
640.0,630.0,670.0,382.0,841.0,898.0,544.0,527.0
731.0,625.0,760.0,465.0,602.0,938.0,569.0,717.0
5.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0
1000.0,843.0,958.0,465.0,971.0,1375.0,914.0,878.0
2893.0,2537.0,3377.0,1598.0,3343.0,3947.0,2463.0,2415.0
498.0,558.0,510.0,257.0,452.0,951.0,454.0,561.0
29.0,57.0,46.0,33.0,53.0,63.0,35.0,64.0
3.0,3.0,3.0,0.0,4.0,4.0,2.0,0.0
29.0,64.0,27.0,39.0,19.0,59.0,28.0,47.0
19.0,44.0,35.0,46.0,19.0,71.0,27.0,67.0
205.0,574.0,292.0,311.0,222.0,780.0,162.0,488.0
1901.0,1576.0,3108.0,1894.0,774.0,867.0,2564.0,3023.0
12.0,10.0,11.0,6.0,5.0,11.0,11.0,13.0
1480.0,1851.0,1828.0,1277.0,1583.0,1683.0,1127.0,1779.0
225.0,150.0,341.0,128.0,171.0,218.0,244.0,173.0
569.0,503.0,595.0,256.0,595.0,602.0,512.0,435.0
594.0,530.0,656.0,341.0,678.0,883.0,500.0,443.0
1141.0,1222.0,1098.0,739.0,1091.0,1643.0,877.0,1207.0
484.0,399.0,575.0,276.0,571.0,663.0,527.0,472.0
1927.0,1729.0,2152.0,1193.0,2102.0,2705.0,1651.0,1991.0
1071.0,797.0,1287.0,514.0,1447.0,1299.0,856.0,1004.0
1629.0,1322.0,1565.0,948.0,1549.0,2169.0,1337.0,1429.0
1806.0,1943.0,1471.0,998.0,1658.0,2222.0,1291.0,1507.0
205.0,114.0,167.0,69.0,203.0,141.0,125.0,109.0
3.0,8.0,9.0,4.0,5.0,6.0,4.0,2.0
447.0,349.0,532.0,218.0,763.0,564.0,431.0,468.0
93.0,129.0,112.0,14.0,82.0,47.0,41.0,59.0
4.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0
11.0,9.0,29.0,8.0,6.0,13.0,11.0,9.0
1220.0,962.0,1895.0,966.0,1816.0,2218.0,1118.0,1299.0
28.0,30.0,24.0,16.0,27.0,49.0,22.0,38.0
268.0,292.0,278.0,181.0,213.0,394.0,179.0,219.0
0.0,6.0,10.0,0.0,22.0,29.0,15.0,39.0
1359.0,1320.0,1478.0,1586.0,1380.0,3350.0,1361.0,2145.0
366.0,445.0,411.0,245.0,426.0,599.0,228.0,360.0
7.0,11.0,65.0,71.0,137.0,208.0,36.0,71.0
2227.0,2058.0,2088.0,1392.0,2158.0,2638.0,1813.0,1912.0
29.0,159.0,359.0,733.0,294.0,2396.0,116.0,505.0
312.0,275.0,408.0,197.0,359.0,376.0,280.0,297.0
191.0,273.0,224.0,196.0,166.0,259.0,229.0,382.0
1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0
2051.0,1924.0,2710.0,1995.0,2703.0,4249.0,1859.0,2655.0
1017.0,799.0,1238.0,539.0,1031.0,1293.0,757.0,803.0
4.0,3.0,6.0,14.0,22.0,13.0,6.0,10.0
104.0,63.0,82.0,95.0,121.0,123.0,83.0,191.0
781.0,668.0,1038.0,468.0,1079.0,1253.0,637.0,582.0
1085.0,1071.0,1309.0,724.0,1462.0,1963.0,991.0,1078.0
3540.0,2750.0,3753.0,2002.0,3303.0,4887.0,3007.0,3158.0
43.0,29.0,92.0,38.0,31.0,144.0,53.0,45.0
8.0,136.0,13.0,96.0,4.0,33.0,4.0,91.0
1572.0,1041.0,1196.0,583.0,1461.0,1373.0,1146.0,1047.0
79.0,113.0,91.0,54.0,95.0,157.0,104.0,135.0
473.0,458.0,323.0,253.0,413.0,472.0,266.0,362.0
8.0,2.0,7.0,1.0,3.0,1.0,1.0,1.0
345.0,343.0,398.0,238.0,379.0,456.0,289.0,313.0
77.0,47.0,132.0,50.0,79.0,84.0,74.0,74.0
40.0,31.0,15.0,6.0,36.0,64.0,48.0,40.0
1166.0,1390.0,1282.0,748.0,1152.0,1690.0,894.0,1188.0
105.0,44.0,107.0,49.0,189.0,196.0,72.0,72.0
12.0,14.0,21.0,8.0,12.0,20.0,6.0,9.0
766.0,698.0,907.0,386.0,932.0,990.0,640.0,663.0
874.0,897.0,949.0,635.0,1036.0,1223.0,802.0,859.0
183.0,118.0,182.0,82.0,215.0,168.0,211.0,98.0
19819.0,16649.0,20961.0,10339.0,19996.0,21878.0,17088.0,14842.0
728.0,514.0,887.0,338.0,999.0,807.0,607.0,505.0
2520.0,1814.0,3207.0,2297.0,2686.0,2630.0,2364.0,2979.0
315.0,299.0,354.0,200.0,267.0,395.0,227.0,188.0
508.0,349.0,460.0,246.0,439.0,426.0,372.0,352.0
7263.0,5135.0,6685.0,2376.0,7216.0,6094.0,4831.0,3876.0
779.0,735.0,779.0,470.0,740.0,873.0,637.0,731.0
94.0,128.0,111.0,92.0,103.0,227.0,102.0,149.0
0.0,1.0,3.0,1.0,2.0,8.0,1.0,1.0
215.0,281.0,260.0,167.0,259.0,352.0,206.0,219.0
8521.0,7783.0,8454.0,4962.0,7378.0,7750.0,5881.0,6091.0
1284.0,1249.0,1414.0,635.0,1155.0,1692.0,1021.0,1166.0
851.0,707.0,737.0,297.0,954.0,1251.0,589.0,588.0
459.0,474.0,481.0,293.0,443.0,702.0,335.0,414.0
38.0,27.0,46.0,26.0,60.0,51.0,47.0,29.0
211.0,91.0,244.0,91.0,296.0,359.0,328.0,280.0
90.0,75.0,133.0,66.0,68.0,87.0,50.0,74.0
2878.0,1670.0,2807.0,719.0,2925.0,2033.0,2449.0,1302.0
2.0,7.0,4.0,2.0,2.0,0.0,3.0,5.0
24.0,8.0,11.0,3.0,12.0,14.0,6.0,2.0
49.0,21.0,23.0,3.0,27.0,13.0,14.0,3.0
0.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0
1266.0,1342.0,1634.0,1039.0,1584.0,2101.0,1296.0,1434.0
0.0,0.0,7.0,9.0,16.0,3.0,17.0,5.0
13221.0,11488.0,12872.0,8151.0,14104.0,15782.0,10746.0,12204.0
26.0,49.0,39.0,47.0,11.0,54.0,20.0,109.0
123.0,76.0,152.0,72.0,130.0,141.0,98.0,97.0
195.0,138.0,253.0,106.0,256.0,219.0,206.0,170.0
477.0,373.0,610.0,357.0,551.0,541.0,506.0,445.0
889.0,813.0,823.0,476.0,940.0,1129.0,621.0,586.0
1251.0,1144.0,1464.0,627.0,1221.0,1815.0,1122.0,931.0
1266.0,1045.0,1282.0,760.0,1383.0,1454.0,968.0,968.0
1130.0,1445.0,1058.0,938.0,1304.0,1529.0,1118.0,1316.0
1532.0,1474.0,2140.0,1227.0,2033.0,2137.0,1467.0,1650.0
1034.0,755.0,1112.0,621.0,978.0,1404.0,798.0,1101.0
1873.0,1519.0,1824.0,1129.0,1965.0,2114.0,1633.0,1532.0
174.0,90.0,205.0,116.0,147.0,235.0,157.0,161.0
57712.0,35806.0,80167.0,36015.0,69708.0,36901.0,63231.0,39755.0
1223.0,1194.0,1290.0,762.0,1469.0,1832.0,1040.0,1151.0
3108.0,2817.0,3602.0,2215.0,3275.0,4656.0,2625.0,3227.0
1995.0,6026.0,2349.0,4192.0,1717.0,4507.0,1772.0,7341.0
11846.0,12691.0,16259.0,9778.0,16335.0,21807.0,9540.0,13785.0
246.0,248.0,360.0,162.0,319.0,319.0,212.0,218.0
3.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0
1678.0,1378.0,1661.0,860.0,1660.0,2138.0,1260.0,1447.0
296.0,315.0,366.0,194.0,332.0,344.0,309.0,260.0
845.0,1049.0,1098.0,706.0,881.0,1774.0,710.0,1248.0
314.0,201.0,329.0,162.0,316.0,339.0,223.0,211.0
1375.0,1026.0,1656.0,831.0,1505.0,1892.0,1072.0,928.0
695.0,551.0,691.0,404.0,741.0,852.0,614.0,683.0
816.0,777.0,1216.0,720.0,1311.0,1831.0,739.0,844.0
59.0,63.0,22.0,14.0,2.0,4.0,44.0,58.0
482.0,413.0,628.0,322.0,718.0,684.0,564.0,429.0
4430.0,1334.0,2067.0,887.0,4660.0,1547.0,3451.0,1568.0
174.0,177.0,207.0,118.0,190.0,274.0,159.0,238.0
498.0,467.0,1265.0,849.0,519.0,617.0,887.0,1305.0
210.0,240.0,291.0,130.0,191.0,320.0,228.0,274.0
3.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0
1011.0,890.0,1118.0,673.0,1147.0,1446.0,693.0,720.0
2012.0,1998.0,1834.0,1180.0,1668.0,2629.0,1879.0,2120.0
48.0,25.0,86.0,6.0,39.0,16.0,70.0,9.0
599.0,899.0,444.0,318.0,491.0,848.0,467.0,555.0
848.0,698.0,926.0,638.0,694.0,989.0,755.0,973.0
3.0,1.0,9.0,3.0,1.0,4.0,4.0,6.0
41907.0,37611.0,34296.0,18007.0,32726.0,37941.0,27613.0,26766.0
264.0,232.0,318.0,163.0,288.0,279.0,248.0,236.0
6292.0,4423.0,7130.0,2700.0,7677.0,7026.0,5459.0,4340.0
683.0,605.0,1004.0,425.0,744.0,729.0,618.0,609.0
699.0,594.0,736.0,388.0,635.0,691.0,636.0,559.0
940.0,819.0,1207.0,528.0,1044.0,1153.0,936.0,766.0
1575.0,1147.0,2062.0,1096.0,1922.0,2258.0,1737.0,1494.0
1104.0,937.0,1056.0,771.0,1081.0,1540.0,859.0,923.0
270.0,230.0,215.0,99.0,160.0,186.0,112.0,107.0
9.0,9.0,6.0,3.0,64.0,41.0,3.0,1.0
931.0,682.0,1500.0,891.0,879.0,792.0,1202.0,1062.0
166.0,126.0,83.0,42.0,147.0,276.0,29.0,52.0
37152.0,34631.0,43731.0,29927.0,52283.0,85742.0,30143.0,37327.0
1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0
921.0,943.0,896.0,564.0,888.0,987.0,641.0,674.0
1216.0,1185.0,1475.0,723.0,1318.0,1376.0,1018.0,1029.0
761.0,349.0,601.0,242.0,850.0,751.0,723.0,525.0
3604.0,3288.0,4375.0,2178.0,4423.0,5225.0,2896.0,3405.0
997.0,855.0,1177.0,359.0,1393.0,1368.0,1014.0,1001.0
768.0,796.0,709.0,391.0,824.0,1184.0,530.0,687.0
647.0,484.0,775.0,399.0,739.0,680.0,567.0,496.0
2729.0,2022.0,2206.0,834.0,2887.0,2571.0,1700.0,1343.0
252.0,192.0,232.0,187.0,267.0,355.0,218.0,225.0
698.0,501.0,1790.0,640.0,767.0,611.0,564.0,305.0
270.0,268.0,302.0,159.0,393.0,489.0,270.0,305.0
7077.0,5224.0,8204.0,3774.0,8769.0,7535.0,6031.0,5535.0
7.0,1.0,10.0,7.0,2.0,11.0,4.0,10.0
792.0,733.0,612.0,504.0,529.0,749.0,521.0,579.0
2378.0,2402.0,2985.0,1683.0,2662.0,3761.0,1982.0,2552.0
495.0,337.0,627.0,260.0,615.0,634.0,612.0,363.0
42.0,17.0,43.0,11.0,34.0,12.0,25.0,24.0
1628.0,1907.0,1864.0,1480.0,2472.0,3744.0,1534.0,1994.0
4115.0,3597.0,4296.0,2367.0,5300.0,7314.0,3336.0,3544.0
276.0,249.0,294.0,204.0,282.0,375.0,230.0,213.0
1773.0,1734.0,2027.0,1189.0,2023.0,2236.0,1365.0,1771.0
878.0,840.0,1077.0,532.0,928.0,1363.0,1061.0,739.0
336.0,385.0,310.0,227.0,381.0,536.0,339.0,322.0
812.0,784.0,836.0,571.0,850.0,1116.0,599.0,871.0
509.0,585.0,690.0,540.0,666.0,928.0,465.0,629.0
1617.0,1383.0,1536.0,1047.0,1766.0,2145.0,1715.0,2007.0
751.0,591.0,851.0,440.0,876.0,1027.0,606.0,734.0
322.0,294.0,309.0,175.0,352.0,505.0,227.0,259.0
36.0,21.0,11.0,4.0,6.0,7.0,19.0,8.0
385.0,376.0,370.0,184.0,304.0,445.0,308.0,394.0
2.0,1.0,3.0,0.0,4.0,6.0,5.0,4.0
2152.0,1661.0,2696.0,1245.0,2863.0,2366.0,1991.0,1980.0
1789.0,1506.0,1797.0,1132.0,1923.0,2621.0,1551.0,1973.0
759.0,750.0,699.0,458.0,847.0,1044.0,541.0,564.0
401.0,348.0,565.0,264.0,537.0,777.0,434.0,483.0
969.0,837.0,1304.0,593.0,1240.0,1318.0,1036.0,792.0
756.0,705.0,999.0,562.0,1027.0,1121.0,606.0,691.0
4.0,3.0,4.0,2.0,2.0,9.0,7.0,13.0
81.0,97.0,135.0,67.0,100.0,128.0,81.0,107.0
33.0,11.0,28.0,15.0,24.0,24.0,22.0,22.0
87.0,66.0,62.0,54.0,77.0,119.0,76.0,47.0
767.0,885.0,935.0,852.0,919.0,1231.0,666.0,1260.0
186.0,170.0,324.0,182.0,195.0,465.0,221.0,199.0
1565.0,1335.0,1916.0,940.0,2260.0,2542.0,1420.0,1453.0
1130.0,986.0,1191.0,670.0,1325.0,1838.0,959.0,1123.0
142.0,109.0,40.0,24.0,30.0,25.0,53.0,34.0
895.0,725.0,1017.0,605.0,980.0,1047.0,744.0,675.0
738.0,862.0,907.0,644.0,825.0,1275.0,751.0,857.0
1046.0,1007.0,1403.0,582.0,1373.0,1189.0,1149.0,874.0
53.0,59.0,60.0,42.0,51.0,89.0,53.0,51.0
1814.0,1928.0,2648.0,1961.0,2390.0,3744.0,1656.0,2315.0
196.0,152.0,218.0,142.0,230.0,315.0,129.0,210.0
857.0,948.0,1021.0,732.0,1024.0,1279.0,707.0,837.0
2.0,1.0,6.0,2.0,6.0,7.0,5.0,1.0
5.0,4.0,8.0,2.0,6.0,11.0,6.0,6.0
171.0,194.0,179.0,130.0,236.0,236.0,180.0,184.0
930.0,938.0,964.0,607.0,1073.0,1254.0,679.0,677.0
2164.0,1849.0,2878.0,1511.0,2554.0,3049.0,2051.0,2147.0
261.0,212.0,360.0,199.0,415.0,333.0,221.0,211.0
220.0,157.0,273.0,122.0,259.0,243.0,224.0,176.0
296.0,273.0,461.0,202.0,399.0,430.0,408.0,266.0
403.0,357.0,356.0,317.0,424.0,626.0,329.0,389.0
16.0,13.0,25.0,16.0,24.0,22.0,12.0,9.0
713.0,758.0,1463.0,887.0,1511.0,1816.0,998.0,1091.0
886.0,393.0,1655.0,387.0,982.0,777.0,950.0,434.0
0.0,1.0,5.0,0.0,7.0,4.0,1.0,2.0
880.0,760.0,1000.0,555.0,979.0,1425.0,787.0,853.0
729.0,596.0,952.0,332.0,684.0,740.0,620.0,496.0
803.0,1087.0,1237.0,911.0,1137.0,1595.0,891.0,1392.0
128.0,129.0,138.0,150.0,191.0,261.0,120.0,163.0
1086.0,1021.0,1217.0,800.0,1391.0,1739.0,1059.0,1045.0
190.0,332.0,333.0,158.0,324.0,547.0,294.0,406.0
783.0,768.0,966.0,651.0,847.0,1243.0,687.0,723.0
1164.0,1130.0,1413.0,1133.0,1366.0,1663.0,1141.0,1314.0
428.0,366.0,777.0,293.0,832.0,731.0,768.0,602.0
742.0,334.0,825.0,264.0,957.0,561.0,511.0,328.0
20.0,44.0,14.0,5.0,18.0,111.0,23.0,14.0
47.0,54.0,63.0,80.0,104.0,56.0,49.0,69.0
1054.0,983.0,1431.0,719.0,1333.0,1448.0,910.0,743.0
5166.0,7081.0,8012.0,4873.0,8715.0,17069.0,4396.0,6073.0
633.0,925.0,918.0,799.0,714.0,1125.0,556.0,1106.0
4719.0,4176.0,6544.0,3632.0,6142.0,6782.0,4434.0,4699.0
4215.0,3799.0,5083.0,2546.0,5011.0,5828.0,5594.0,4386.0
0.0,1.0,0.0,0.0,12.0,26.0,0.0,0.0
1511.0,1502.0,1758.0,918.0,1776.0,2302.0,1437.0,1727.0
1425.0,1123.0,1596.0,888.0,1172.0,1281.0,1455.0,1322.0
837.0,961.0,1010.0,971.0,1185.0,1573.0,943.0,1137.0
2.0,3.0,2.0,0.0,4.0,0.0,0.0,2.0
1294.0,1073.0,1364.0,827.0,1576.0,1748.0,1109.0,1069.0
389.0,367.0,341.0,196.0,362.0,501.0,338.0,370.0
2108.0,1691.0,2897.0,1323.0,3208.0,3525.0,2897.0,2369.0
348.0,126.0,301.0,35.0,407.0,159.0,330.0,49.0
518.0,437.0,463.0,311.0,485.0,526.0,321.0,295.0
78.0,82.0,102.0,50.0,94.0,123.0,65.0,76.0
1049.0,914.0,1323.0,788.0,1238.0,1374.0,945.0,1004.0
182.0,158.0,261.0,357.0,155.0,396.0,188.0,441.0
279.0,41.0,286.0,68.0,381.0,82.0,257.0,109.0
1351.0,1086.0,1148.0,680.0,1374.0,1330.0,1029.0,865.0
164.0,94.0,214.0,113.0,248.0,188.0,181.0,127.0
1902.0,1641.0,1942.0,1141.0,1875.0,2301.0,1452.0,1415.0
2628.0,2071.0,2482.0,1575.0,3002.0,3336.0,2309.0,2098.0
5307.0,3458.0,5679.0,2361.0,6404.0,5141.0,4417.0,3277.0
566.0,500.0,629.0,378.0,575.0,581.0,458.0,556.0
1452.0,981.0,1881.0,980.0,1827.0,2346.0,1280.0,1292.0
2175.0,1853.0,2144.0,919.0,2013.0,1767.0,1588.0,1377.0
2120.0,1970.0,2258.0,1240.0,2453.0,2456.0,1879.0,1720.0
437.0,240.0,292.0,130.0,310.0,229.0,320.0,224.0
1845.0,1485.0,1827.0,1248.0,2309.0,2974.0,1737.0,1768.0
415.0,389.0,592.0,294.0,575.0,701.0,397.0,342.0
13.0,70.0,20.0,3.0,5.0,12.0,8.0,8.0
848.0,779.0,1009.0,699.0,1137.0,1381.0,828.0,893.0
1924.0,1327.0,2166.0,1227.0,1952.0,2635.0,1452.0,1349.0
343.0,242.0,597.0,208.0,412.0,549.0,337.0,357.0
431.0,446.0,404.0,396.0,549.0,719.0,332.0,337.0
1105.0,1019.0,1109.0,818.0,1141.0,1440.0,916.0,1075.0
1040.0,1113.0,1177.0,763.0,1157.0,1435.0,859.0,878.0
428.0,874.0,435.0,430.0,550.0,743.0,331.0,749.0
65.0,60.0,120.0,56.0,111.0,199.0,90.0,64.0
807.0,679.0,921.0,354.0,874.0,710.0,616.0,486.0
200.0,230.0,173.0,154.0,252.0,323.0,143.0,254.0
45.0,54.0,49.0,16.0,38.0,41.0,31.0,27.0
1349.0,1141.0,1408.0,923.0,1330.0,2183.0,1163.0,1030.0
4440.0,3023.0,4325.0,2432.0,3884.0,6176.0,4043.0,3747.0
1112.0,1122.0,1297.0,826.0,1297.0,1406.0,801.0,1065.0
1709.0,1542.0,1999.0,1120.0,2241.0,2499.0,1536.0,1667.0
310.0,269.0,382.0,194.0,362.0,390.0,254.0,256.0
4771.0,3914.0,4435.0,1688.0,5511.0,4592.0,3792.0,2616.0
8712.0,6094.0,8724.0,4319.0,9171.0,9109.0,5235.0,4098.0
627.0,527.0,598.0,323.0,591.0,717.0,467.0,526.0
737.0,529.0,870.0,341.0,787.0,836.0,504.0,438.0
6.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0
2485.0,2123.0,2564.0,1561.0,2826.0,3185.0,1947.0,2148.0
2244.0,3171.0,2828.0,2727.0,2981.0,4698.0,2301.0,3808.0
1151.0,1292.0,1306.0,1014.0,1422.0,1620.0,922.0,1431.0
274.0,277.0,346.0,161.0,353.0,257.0,257.0,183.0
32.0,27.0,60.0,36.0,28.0,52.0,41.0,27.0
612.0,352.0,634.0,205.0,580.0,439.0,416.0,430.0
82.0,117.0,103.0,118.0,30.0,79.0,95.0,153.0
817.0,649.0,879.0,548.0,872.0,878.0,649.0,590.0
638.0,512.0,682.0,441.0,774.0,626.0,456.0,394.0
10.0,6.0,25.0,8.0,20.0,8.0,26.0,2.0
812.0,682.0,899.0,526.0,959.0,1000.0,776.0,717.0
3.0,9.0,12.0,7.0,10.0,4.0,6.0,3.0
1.0,5.0,5.0,5.0,7.0,3.0,3.0,2.0
810.0,491.0,1363.0,591.0,1144.0,841.0,1030.0,774.0
0.0,3.0,6.0,3.0,2.0,9.0,3.0,3.0
569.0,755.0,645.0,554.0,557.0,937.0,478.0,623.0
7.0,3.0,6.0,2.0,3.0,1.0,6.0,3.0
17.0,31.0,43.0,5.0,23.0,9.0,11.0,19.0
472.0,448.0,401.0,173.0,472.0,416.0,272.0,268.0
938.0,685.0,834.0,504.0,1135.0,1185.0,799.0,763.0
33.0,20.0,46.0,6.0,12.0,11.0,13.0,5.0
1806.0,1295.0,2123.0,977.0,2264.0,2144.0,1716.0,1343.0
354.0,287.0,405.0,296.0,569.0,489.0,375.0,396.0
484.0,289.0,371.0,126.0,314.0,218.0,605.0,235.0
654.0,521.0,663.0,310.0,704.0,1036.0,642.0,523.0
