entrezid,0,1,2,3,4,5,6,7
2323,277.0,206.0,288.0,132.0,237.0,210.0,238.0,199.0
9727,743.0,865.0,951.0,817.0,1060.0,1845.0,832.0,1097.0
84572,1548.0,1101.0,1584.0,743.0,1731.0,2016.0,1223.0,1167.0
10795,566.0,325.0,658.0,261.0,633.0,930.0,416.0,370.0
2802,2307.0,2492.0,2693.0,1261.0,2553.0,3642.0,2136.0,2285.0
8761,5067.0,4568.0,5397.0,2963.0,4177.0,4392.0,3625.0,3689.0
30835,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0
79603,381.0,282.0,168.0,89.0,37.0,46.0,250.0,152.0
57192,615.0,644.0,548.0,362.0,637.0,838.0,477.0,642.0
84196,1609.0,1646.0,2020.0,1199.0,2266.0,3087.0,1396.0,1762.0
1947,764.0,405.0,924.0,285.0,478.0,407.0,634.0,535.0
55066,2160.0,1659.0,1422.0,830.0,1713.0,2071.0,1883.0,2092.0
16,3182.0,2133.0,3902.0,1697.0,3707.0,3376.0,4136.0,2045.0
2734,6384.0,4817.0,7743.0,4035.0,6177.0,6755.0,5812.0,5865.0
24137,40.0,25.0,36.0,27.0,30.0,26.0,36.0,16.0
27327,2716.0,2593.0,3352.0,1993.0,3462.0,4036.0,2804.0,3188.0
64857,1124.0,1026.0,1143.0,550.0,1383.0,2827.0,1242.0,1029.0
10683,3.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0
57106,347.0,354.0,310.0,191.0,309.0,429.0,278.0,322.0
57605,626.0,555.0,533.0,431.0,378.0,551.0,610.0,751.0
55763,1440.0,1250.0,1696.0,1197.0,1765.0,1867.0,1344.0,1234.0
54439,596.0,562.0,573.0,474.0,601.0,874.0,600.0,504.0
114882,4294.0,3072.0,7683.0,3311.0,4717.0,5561.0,5925.0,5422.0
113878,193.0,150.0,200.0,93.0,176.0,254.0,196.0,200.0
58484,2.0,4.0,12.0,6.0,8.0,18.0,16.0,10.0
54517,168.0,163.0,120.0,98.0,185.0,470.0,133.0,165.0
22798,3.0,11.0,10.0,16.0,7.0,11.0,3.0,17.0
4897,513.0,368.0,101.0,75.0,76.0,32.0,164.0,171.0
3912,21690.0,42559.0,28771.0,27103.0,23955.0,46454.0,22499.0,38520.0
5172,8.0,15.0,4.0,12.0,17.0,10.0,13.0,7.0
1738,845.0,828.0,1028.0,624.0,961.0,1150.0,799.0,752.0
23335,421.0,387.0,553.0,357.0,700.0,956.0,521.0,562.0
9352,1418.0,977.0,1619.0,808.0,1644.0,1462.0,1205.0,1007.0
3568,0.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0
368,108.0,39.0,83.0,21.0,68.0,49.0,60.0,17.0
54918,1751.0,2112.0,2080.0,2033.0,2182.0,3768.0,1604.0,2813.0
3655,117.0,114.0,425.0,370.0,397.0,759.0,229.0,330.0
11069,49.0,27.0,63.0,7.0,81.0,25.0,36.0,54.0
51776,5189.0,4469.0,5338.0,2813.0,6432.0,7035.0,4315.0,4369.0
2271,876.0,832.0,811.0,671.0,1086.0,1578.0,775.0,1184.0
23231,1440.0,626.0,2524.0,994.0,1961.0,2432.0,2367.0,1396.0
7018,14.0,14.0,45.0,33.0,64.0,34.0,28.0,44.0
55573,3497.0,4840.0,4432.0,4564.0,4697.0,9083.0,3277.0,5525.0
51168,55.0,67.0,76.0,24.0,46.0,75.0,58.0,46.0
54890,1607.0,1408.0,1977.0,1076.0,1762.0,2481.0,1653.0,1436.0
350,2.0,2.0,0.0,2.0,1.0,6.0,2.0,1.0
22861,1881.0,1078.0,2132.0,895.0,1777.0,1522.0,2013.0,1359.0
83394,32.0,16.0,37.0,35.0,54.0,31.0,38.0,24.0
9552,763.0,880.0,1041.0,645.0,787.0,944.0,642.0,670.0
23594,77.0,63.0,95.0,45.0,100.0,116.0,100.0,72.0
79776,842.0,489.0,1033.0,378.0,1230.0,1501.0,875.0,937.0
1357,2.0,2.0,18.0,5.0,4.0,6.0,1.0,2.0
51530,223.0,211.0,316.0,183.0,314.0,331.0,254.0,248.0
2099,68.0,24.0,60.0,9.0,24.0,19.0,56.0,38.0
26575,148.0,74.0,46.0,33.0,123.0,98.0,136.0,62.0
285,8.0,8.0,4.0,6.0,19.0,10.0,7.0,6.0
84336,478.0,425.0,518.0,247.0,480.0,478.0,380.0,397.0
4345,23.0,21.0,149.0,46.0,59.0,48.0,55.0,53.0
151887,141919.0,124077.0,279760.0,154161.0,103647.0,176809.0,198684.0,225923.0
1215,0.0,0.0,4.0,2.0,3.0,2.0,2.0,2.0
5720,1571.0,1387.0,1841.0,1022.0,1771.0,1826.0,1365.0,1239.0
55012,351.0,342.0,516.0,351.0,539.0,618.0,280.0,285.0
54930,434.0,544.0,543.0,329.0,458.0,529.0,380.0,400.0
23428,1734.0,2276.0,1571.0,2045.0,1564.0,1375.0,998.0,2761.0
55644,358.0,257.0,406.0,169.0,408.0,348.0,299.0,262.0
51310,524.0,379.0,399.0,176.0,482.0,620.0,409.0,315.0
55072,613.0,541.0,812.0,439.0,912.0,854.0,593.0,649.0
23256,1112.0,905.0,1229.0,798.0,1316.0,1747.0,914.0,939.0
55632,340.0,308.0,375.0,222.0,350.0,387.0,285.0,390.0
25831,5730.0,4918.0,7867.0,4975.0,6775.0,6023.0,7128.0,6918.0
3183,4623.0,4818.0,6104.0,3571.0,6332.0,7034.0,4624.0,4644.0
57096,4.0,4.0,10.0,2.0,6.0,8.0,7.0,4.0
11198,2554.0,2255.0,2846.0,1746.0,2916.0,3250.0,2316.0,2237.0
9878,1568.0,1456.0,2043.0,976.0,2063.0,2117.0,1163.0,1538.0
8487,104.0,70.0,97.0,61.0,71.0,99.0,82.0,83.0
7051,26.0,7.0,26.0,16.0,13.0,19.0,8.0,8.0
26277,820.0,646.0,1016.0,507.0,876.0,915.0,690.0,715.0
57556,66.0,60.0,96.0,29.0,41.0,85.0,18.0,36.0
54822,1660.0,1827.0,2071.0,1625.0,2282.0,2619.0,2060.0,2148.0
7301,583.0,353.0,513.0,277.0,561.0,484.0,653.0,468.0
79968,103.0,87.0,109.0,58.0,141.0,88.0,95.0,77.0
825,153.0,296.0,170.0,155.0,206.0,247.0,192.0,292.0
8773,1131.0,1016.0,1630.0,881.0,1653.0,1999.0,764.0,1029.0
6913,2.0,1.0,5.0,4.0,3.0,1.0,3.0,3.0
26227,1907.0,785.0,2619.0,532.0,1256.0,596.0,1890.0,586.0
1299,4.0,2.0,6.0,5.0,3.0,8.0,6.0,4.0
7430,1472.0,1643.0,2383.0,1283.0,1625.0,1650.0,1289.0,1521.0
4637,8044.0,11527.0,14232.0,11087.0,11805.0,24986.0,8562.0,12428.0
26523,1314.0,749.0,1253.0,540.0,1297.0,1287.0,1076.0,869.0
27285,0.0,1.0,3.0,3.0,5.0,8.0,2.0,4.0
63967,107.0,24.0,55.0,9.0,54.0,46.0,45.0,17.0
117584,457.0,394.0,434.0,310.0,533.0,530.0,364.0,543.0
201294,32.0,79.0,28.0,34.0,72.0,29.0,27.0,80.0
79157,459.0,348.0,519.0,277.0,458.0,334.0,465.0,467.0
1808,4356.0,2403.0,5357.0,2401.0,4542.0,5397.0,3434.0,3415.0
7042,196.0,109.0,389.0,53.0,645.0,119.0,259.0,89.0
55105,274.0,245.0,288.0,147.0,346.0,426.0,287.0,226.0
10762,1344.0,1527.0,1459.0,976.0,1703.0,2311.0,961.0,1391.0
8318,27.0,12.0,4.0,3.0,9.0,32.0,4.0,4.0
1312,2855.0,2910.0,3094.0,1824.0,3062.0,5093.0,2199.0,2709.0
51816,935.0,573.0,725.0,370.0,878.0,695.0,530.0,410.0
55350,22.0,7.0,26.0,11.0,19.0,19.0,4.0,5.0
55862,1178.0,1865.0,1224.0,1457.0,1503.0,2518.0,965.0,1711.0
9209,1537.0,2394.0,1998.0,1916.0,1972.0,3257.0,1528.0,2610.0
9117,1213.0,1500.0,1298.0,1080.0,1193.0,1811.0,1377.0,1801.0
9942,90.0,47.0,149.0,15.0,98.0,93.0,117.0,46.0
10013,523.0,413.0,589.0,262.0,721.0,736.0,490.0,519.0
2568,17.0,23.0,32.0,12.0,47.0,50.0,17.0,20.0
990,32.0,33.0,29.0,14.0,54.0,57.0,32.0,34.0
139596,158.0,125.0,161.0,101.0,179.0,187.0,130.0,184.0
8697,632.0,456.0,783.0,447.0,653.0,745.0,543.0,527.0
8086,794.0,732.0,949.0,533.0,789.0,876.0,658.0,690.0
23468,2961.0,1512.0,3490.0,1113.0,2778.0,2741.0,2554.0,1457.0
2327,1562.0,1423.0,4409.0,3697.0,1075.0,2847.0,1274.0,2688.0
51430,848.0,745.0,950.0,523.0,1014.0,1059.0,611.0,604.0
4436,545.0,313.0,476.0,185.0,476.0,397.0,451.0,442.0
4214,344.0,244.0,502.0,230.0,295.0,334.0,405.0,306.0
1725,498.0,507.0,525.0,365.0,522.0,644.0,440.0,488.0
29911,205.0,288.0,277.0,113.0,362.0,207.0,185.0,237.0
372,4351.0,4293.0,4341.0,3066.0,4903.0,6592.0,3585.0,4531.0
54566,61.0,56.0,112.0,55.0,205.0,192.0,68.0,72.0
55151,214.0,117.0,232.0,112.0,378.0,263.0,199.0,164.0
5711,942.0,830.0,1264.0,624.0,1248.0,1353.0,1050.0,772.0
5742,853.0,1555.0,1034.0,751.0,1833.0,4630.0,1211.0,1474.0
23511,1246.0,888.0,1090.0,657.0,1288.0,1214.0,1243.0,834.0
1384,1535.0,1599.0,1837.0,1237.0,1784.0,2086.0,1319.0,1789.0
10044,3.0,3.0,1.0,2.0,17.0,10.0,0.0,5.0
54187,468.0,565.0,652.0,493.0,499.0,846.0,422.0,593.0
55357,183.0,215.0,352.0,264.0,257.0,469.0,197.0,332.0
25861,138.0,95.0,126.0,38.0,189.0,133.0,164.0,97.0
5146,1.0,6.0,0.0,3.0,6.0,11.0,6.0,6.0
55280,225.0,236.0,303.0,244.0,253.0,389.0,184.0,197.0
57715,166.0,127.0,200.0,123.0,251.0,300.0,118.0,132.0
9044,1744.0,1588.0,1606.0,1002.0,1771.0,2545.0,1281.0,1616.0
64376,402.0,295.0,414.0,283.0,438.0,488.0,326.0,435.0
29760,86.0,11.0,48.0,1.0,18.0,6.0,31.0,8.0
7093,4.0,14.0,6.0,1.0,11.0,14.0,9.0,6.0
56165,1.0,0.0,1.0,0.0,2.0,5.0,2.0,3.0
10580,35.0,104.0,35.0,50.0,20.0,66.0,18.0,49.0
25805,51.0,71.0,188.0,72.0,83.0,227.0,101.0,155.0
3589,34.0,38.0,44.0,29.0,88.0,140.0,58.0,60.0
51322,2135.0,2256.0,2714.0,1508.0,3309.0,3655.0,2083.0,2718.0
1390,247.0,244.0,282.0,151.0,325.0,308.0,234.0,176.0
10101,585.0,556.0,493.0,273.0,576.0,665.0,439.0,513.0
3096,565.0,328.0,605.0,256.0,872.0,614.0,386.0,396.0
2289,273.0,4798.0,386.0,4042.0,599.0,5515.0,161.0,4229.0
6732,643.0,659.0,862.0,635.0,944.0,1186.0,653.0,799.0
27154,974.0,726.0,1083.0,689.0,1330.0,1616.0,939.0,993.0
55168,281.0,241.0,304.0,181.0,315.0,353.0,267.0,254.0
28978,446.0,557.0,418.0,348.0,319.0,536.0,336.0,393.0
114327,631.0,553.0,706.0,428.0,885.0,885.0,673.0,707.0
6222,5398.0,5438.0,4986.0,2529.0,3874.0,4533.0,3398.0,3351.0
7917,346.0,264.0,384.0,161.0,44.0,40.0,29.0,19.0
7407,176.0,154.0,68.0,77.0,78.0,126.0,56.0,63.0
3326,11752.0,8562.0,13766.0,6343.0,13704.0,12378.0,11013.0,8411.0
988,987.0,1068.0,1185.0,763.0,1185.0,1401.0,833.0,1060.0
3710,2034.0,1889.0,3398.0,2008.0,2427.0,3780.0,2413.0,2940.0
7738,195.0,107.0,198.0,86.0,230.0,156.0,198.0,131.0
1832,28.0,32.0,36.0,64.0,246.0,385.0,118.0,347.0
23411,521.0,510.0,500.0,415.0,571.0,694.0,479.0,547.0
3189,1727.0,1685.0,2228.0,1115.0,1845.0,2064.0,1466.0,1371.0
80173,257.0,227.0,384.0,230.0,359.0,412.0,260.0,235.0
3717,555.0,906.0,572.0,602.0,635.0,822.0,564.0,941.0
3594,12.0,12.0,8.0,3.0,16.0,21.0,13.0,8.0
25,6333.0,5766.0,7101.0,3188.0,7948.0,8384.0,5138.0,5476.0
11332,526.0,464.0,651.0,367.0,560.0,724.0,524.0,461.0
51100,2828.0,2608.0,3466.0,2582.0,3355.0,4509.0,2892.0,4121.0
8317,47.0,48.0,101.0,53.0,73.0,66.0,22.0,25.0
84144,95.0,240.0,172.0,164.0,124.0,325.0,129.0,370.0
5125,401.0,350.0,592.0,209.0,638.0,523.0,394.0,320.0
6319,3649.0,581.0,3005.0,370.0,2469.0,1230.0,891.0,238.0
11018,443.0,339.0,462.0,226.0,416.0,520.0,375.0,304.0
3983,434.0,1046.0,750.0,899.0,458.0,1419.0,358.0,1387.0
79956,508.0,493.0,623.0,541.0,657.0,959.0,466.0,605.0
22931,1577.0,1419.0,1712.0,1159.0,2016.0,2337.0,1604.0,1578.0
8829,6607.0,5180.0,8421.0,4163.0,6947.0,6676.0,8089.0,8467.0
56952,433.0,349.0,465.0,208.0,569.0,416.0,399.0,273.0
54873,90.0,68.0,170.0,43.0,169.0,127.0,222.0,138.0
55506,570.0,489.0,436.0,186.0,503.0,488.0,354.0,248.0
387680,4148.0,5430.0,5764.0,3839.0,6394.0,5994.0,4178.0,4906.0
23031,459.0,441.0,480.0,340.0,377.0,615.0,320.0,474.0
7593,513.0,347.0,555.0,229.0,498.0,586.0,408.0,298.0
79629,131.0,171.0,204.0,153.0,204.0,271.0,118.0,175.0
4650,3165.0,2588.0,2913.0,1285.0,2971.0,4148.0,2679.0,2843.0
9424,171.0,585.0,421.0,1175.0,427.0,3069.0,243.0,1396.0
57828,18.0,25.0,12.0,9.0,17.0,54.0,23.0,10.0
5714,1693.0,1838.0,2053.0,1378.0,1976.0,2829.0,1302.0,1873.0
54620,352.0,342.0,265.0,197.0,319.0,404.0,402.0,300.0
112755,99.0,40.0,125.0,38.0,178.0,107.0,108.0,65.0
80270,435.0,408.0,374.0,212.0,281.0,441.0,384.0,475.0
9739,587.0,552.0,618.0,338.0,673.0,876.0,501.0,504.0
9274,598.0,537.0,613.0,352.0,622.0,776.0,477.0,567.0
1153,2979.0,2061.0,3859.0,1805.0,3540.0,3546.0,3080.0,2567.0
513,609.0,510.0,642.0,327.0,663.0,1103.0,442.0,546.0
255057,83.0,59.0,72.0,50.0,99.0,137.0,52.0,82.0
83259,3.0,1.0,7.0,0.0,3.0,3.0,6.0,1.0
3483,2.0,0.0,3.0,2.0,3.0,5.0,3.0,6.0
4670,3452.0,3339.0,2732.0,1868.0,2849.0,3654.0,2111.0,2679.0
51257,388.0,372.0,445.0,413.0,345.0,655.0,380.0,574.0
4713,607.0,607.0,828.0,324.0,680.0,990.0,550.0,557.0
9524,727.0,710.0,807.0,444.0,836.0,912.0,637.0,618.0
26517,525.0,598.0,440.0,276.0,491.0,645.0,466.0,488.0
997,640.0,630.0,670.0,382.0,841.0,898.0,544.0,527.0
4507,731.0,625.0,760.0,465.0,602.0,938.0,569.0,717.0
126353,5.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0
283638,1000.0,843.0,958.0,465.0,971.0,1375.0,914.0,878.0
5434,2893.0,2537.0,3377.0,1598.0,3343.0,3947.0,2463.0,2415.0
5442,498.0,558.0,510.0,257.0,452.0,951.0,454.0,561.0
610,29.0,57.0,46.0,33.0,53.0,63.0,35.0,64.0
53841,3.0,3.0,3.0,0.0,4.0,4.0,2.0,0.0
113177,29.0,64.0,27.0,39.0,19.0,59.0,28.0,47.0
8045,19.0,44.0,35.0,46.0,19.0,71.0,27.0,67.0
4616,205.0,574.0,292.0,311.0,222.0,780.0,162.0,488.0
5064,1901.0,1576.0,3108.0,1894.0,774.0,867.0,2564.0,3023.0
8174,12.0,10.0,11.0,6.0,5.0,11.0,11.0,13.0
2872,1480.0,1851.0,1828.0,1277.0,1583.0,1683.0,1127.0,1779.0
421,225.0,150.0,341.0,128.0,171.0,218.0,244.0,173.0
27037,569.0,503.0,595.0,256.0,595.0,602.0,512.0,435.0
5902,594.0,530.0,656.0,341.0,678.0,883.0,500.0,443.0
29801,1141.0,1222.0,1098.0,739.0,1091.0,1643.0,877.0,1207.0
84861,484.0,399.0,575.0,276.0,571.0,663.0,527.0,472.0
51586,1927.0,1729.0,2152.0,1193.0,2102.0,2705.0,1651.0,1991.0
9342,1071.0,797.0,1287.0,514.0,1447.0,1299.0,856.0,1004.0
1399,1629.0,1322.0,1565.0,948.0,1549.0,2169.0,1337.0,1429.0
8216,1806.0,1943.0,1471.0,998.0,1658.0,2222.0,1291.0,1507.0
4320,205.0,114.0,167.0,69.0,203.0,141.0,125.0,109.0
27443,3.0,8.0,9.0,4.0,5.0,6.0,4.0,2.0
6598,447.0,349.0,532.0,218.0,763.0,564.0,431.0,468.0
9127,93.0,129.0,112.0,14.0,82.0,47.0,41.0,59.0
91319,4.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0
6545,11.0,9.0,29.0,8.0,6.0,13.0,11.0,9.0
23786,1220.0,962.0,1895.0,966.0,1816.0,2218.0,1118.0,1299.0
100037417,28.0,30.0,24.0,16.0,27.0,49.0,22.0,38.0
1652,268.0,292.0,278.0,181.0,213.0,394.0,179.0,219.0
2953,0.0,6.0,10.0,0.0,22.0,29.0,15.0,39.0
23523,1359.0,1320.0,1478.0,1586.0,1380.0,3350.0,1361.0,2145.0
83874,366.0,445.0,411.0,245.0,426.0,599.0,228.0,360.0
56241,7.0,11.0,65.0,71.0,137.0,208.0,36.0,71.0
10291,2227.0,2058.0,2088.0,1392.0,2158.0,2638.0,1813.0,1912.0
2687,29.0,159.0,359.0,733.0,294.0,2396.0,116.0,505.0
200312,312.0,275.0,408.0,197.0,359.0,376.0,280.0,297.0
23541,191.0,273.0,224.0,196.0,166.0,259.0,229.0,382.0
266629,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0
23384,2051.0,1924.0,2710.0,1995.0,2703.0,4249.0,1859.0,2655.0
23759,1017.0,799.0,1238.0,539.0,1031.0,1293.0,757.0,803.0
51733,4.0,3.0,6.0,14.0,22.0,13.0,6.0,10.0
29799,104.0,63.0,82.0,95.0,121.0,123.0,83.0,191.0
6634,781.0,668.0,1038.0,468.0,1079.0,1253.0,637.0,582.0
23481,1085.0,1071.0,1309.0,724.0,1462.0,1963.0,991.0,1078.0
5594,3540.0,2750.0,3753.0,2002.0,3303.0,4887.0,3007.0,3158.0
2678,43.0,29.0,92.0,38.0,31.0,144.0,53.0,45.0
5625,8.0,136.0,13.0,96.0,4.0,33.0,4.0,91.0
9647,1572.0,1041.0,1196.0,583.0,1461.0,1373.0,1146.0,1047.0
339665,79.0,113.0,91.0,54.0,95.0,157.0,104.0,135.0
8940,473.0,458.0,323.0,253.0,413.0,472.0,266.0,362.0
27128,8.0,2.0,7.0,1.0,3.0,1.0,1.0,1.0
8220,345.0,343.0,398.0,238.0,379.0,456.0,289.0,313.0
29775,77.0,47.0,132.0,50.0,79.0,84.0,74.0,74.0
91355,40.0,31.0,15.0,6.0,36.0,64.0,48.0,40.0
6576,1166.0,1390.0,1282.0,748.0,1152.0,1690.0,894.0,1188.0
157,105.0,44.0,107.0,49.0,189.0,196.0,72.0,72.0
3957,12.0,14.0,21.0,8.0,12.0,20.0,6.0,9.0
26088,766.0,698.0,907.0,386.0,932.0,990.0,640.0,663.0
7290,874.0,897.0,949.0,635.0,1036.0,1223.0,802.0,859.0
23616,183.0,118.0,182.0,82.0,215.0,168.0,211.0,98.0
3956,19819.0,16649.0,20961.0,10339.0,19996.0,21878.0,17088.0,14842.0
89781,728.0,514.0,887.0,338.0,999.0,807.0,607.0,505.0
113791,2520.0,1814.0,3207.0,2297.0,2686.0,2630.0,2364.0,2979.0
402055,315.0,299.0,354.0,200.0,267.0,395.0,227.0,188.0
23598,508.0,349.0,460.0,246.0,439.0,426.0,372.0,352.0
11078,7263.0,5135.0,6685.0,2376.0,7216.0,6094.0,4831.0,3876.0
24144,779.0,735.0,779.0,470.0,740.0,873.0,637.0,731.0
23464,94.0,128.0,111.0,92.0,103.0,227.0,102.0,149.0
91227,0.0,1.0,3.0,1.0,2.0,8.0,1.0,1.0
129138,215.0,281.0,260.0,167.0,259.0,352.0,206.0,219.0
51386,8521.0,7783.0,8454.0,4962.0,7378.0,7750.0,5881.0,6091.0
4809,1284.0,1249.0,1414.0,635.0,1155.0,1692.0,1021.0,1166.0
85377,851.0,707.0,737.0,297.0,954.0,1251.0,589.0,588.0
5435,459.0,474.0,481.0,293.0,443.0,702.0,335.0,414.0
79879,38.0,27.0,46.0,26.0,60.0,51.0,47.0,29.0
9681,211.0,91.0,244.0,91.0,296.0,359.0,328.0,280.0
9463,90.0,75.0,133.0,66.0,68.0,87.0,50.0,74.0
23331,2878.0,1670.0,2807.0,719.0,2925.0,2033.0,2449.0,1302.0
23539,2.0,7.0,4.0,2.0,2.0,0.0,3.0,5.0
79019,24.0,8.0,11.0,3.0,12.0,14.0,6.0,2.0
55964,49.0,21.0,23.0,3.0,27.0,13.0,14.0,3.0
6523,0.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0
11015,1266.0,1342.0,1634.0,1039.0,1584.0,2101.0,1296.0,1434.0
1565,0.0,0.0,7.0,9.0,16.0,3.0,17.0,5.0
10521,13221.0,11488.0,12872.0,8151.0,14104.0,15782.0,10746.0,12204.0
11144,26.0,49.0,39.0,47.0,11.0,54.0,20.0,109.0
6942,123.0,76.0,152.0,72.0,130.0,141.0,98.0,97.0
150274,195.0,138.0,253.0,106.0,256.0,219.0,206.0,170.0
25776,477.0,373.0,610.0,357.0,551.0,541.0,506.0,445.0
56993,889.0,813.0,823.0,476.0,940.0,1129.0,621.0,586.0
7494,1251.0,1144.0,1464.0,627.0,1221.0,1815.0,1122.0,931.0
51493,1266.0,1045.0,1282.0,760.0,1383.0,1454.0,968.0,968.0
9929,1130.0,1445.0,1058.0,938.0,1304.0,1529.0,1118.0,1316.0
25793,1532.0,1474.0,2140.0,1227.0,2033.0,2137.0,1467.0,1650.0
9567,1034.0,755.0,1112.0,621.0,978.0,1404.0,798.0,1101.0
84271,1873.0,1519.0,1824.0,1129.0,1965.0,2114.0,1633.0,1532.0
9609,174.0,90.0,205.0,116.0,147.0,235.0,157.0,161.0
7078,57712.0,35806.0,80167.0,36015.0,69708.0,36901.0,63231.0,39755.0
9701,1223.0,1194.0,1290.0,762.0,1469.0,1832.0,1040.0,1151.0
6305,3108.0,2817.0,3602.0,2215.0,3275.0,4656.0,2625.0,3227.0
25777,1995.0,6026.0,2349.0,4192.0,1717.0,4507.0,1772.0,7341.0
1727,11846.0,12691.0,16259.0,9778.0,16335.0,21807.0,9540.0,13785.0
10126,246.0,248.0,360.0,162.0,319.0,319.0,212.0,218.0
25770,3.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0
91289,1678.0,1378.0,1661.0,860.0,1660.0,2138.0,1260.0,1447.0
25807,296.0,315.0,366.0,194.0,332.0,344.0,309.0,260.0
11252,845.0,1049.0,1098.0,706.0,881.0,1774.0,710.0,1248.0
25809,314.0,201.0,329.0,162.0,316.0,339.0,223.0,211.0
162,1375.0,1026.0,1656.0,831.0,1505.0,1892.0,1072.0,928.0
10042,695.0,551.0,691.0,404.0,741.0,852.0,614.0,683.0
10043,816.0,777.0,1216.0,720.0,1311.0,1831.0,739.0,844.0
4744,59.0,63.0,22.0,14.0,2.0,4.0,44.0,58.0
1120,482.0,413.0,628.0,322.0,718.0,684.0,564.0,429.0
3162,4430.0,1334.0,2067.0,887.0,4660.0,1547.0,3451.0,1568.0
27349,174.0,177.0,207.0,118.0,190.0,274.0,159.0,238.0
8563,498.0,467.0,1265.0,849.0,519.0,617.0,887.0,1305.0
4174,210.0,240.0,291.0,130.0,191.0,320.0,228.0,274.0
164668,3.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0
410,1011.0,890.0,1118.0,673.0,1147.0,1446.0,693.0,720.0
706,2012.0,1998.0,1834.0,1180.0,1668.0,2629.0,1879.0,2120.0
23551,48.0,25.0,86.0,6.0,39.0,16.0,70.0,9.0
23170,599.0,899.0,444.0,318.0,491.0,848.0,467.0,555.0
23492,848.0,698.0,926.0,638.0,694.0,989.0,755.0,973.0
164633,3.0,1.0,9.0,3.0,1.0,4.0,4.0,6.0
6122,41907.0,37611.0,34296.0,18007.0,32726.0,37941.0,27613.0,26766.0
55954,264.0,232.0,318.0,163.0,288.0,279.0,248.0,236.0
23543,6292.0,4423.0,7130.0,2700.0,7677.0,7026.0,5459.0,4340.0
9145,683.0,605.0,1004.0,425.0,744.0,729.0,618.0,609.0
10454,699.0,594.0,736.0,388.0,635.0,691.0,636.0,559.0
84164,940.0,819.0,1207.0,528.0,1044.0,1153.0,936.0,766.0
8897,1575.0,1147.0,2062.0,1096.0,1922.0,2258.0,1737.0,1494.0
54471,1104.0,937.0,1056.0,771.0,1081.0,1540.0,859.0,923.0
80832,270.0,230.0,215.0,99.0,160.0,186.0,112.0,107.0
150379,9.0,9.0,6.0,3.0,64.0,41.0,3.0,1.0
8542,931.0,682.0,1500.0,891.0,879.0,792.0,1202.0,1062.0
80339,166.0,126.0,83.0,42.0,147.0,276.0,29.0,52.0
4627,37152.0,34631.0,43731.0,29927.0,52283.0,85742.0,30143.0,37327.0
8911,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0
25813,921.0,943.0,896.0,564.0,888.0,987.0,641.0,674.0
25828,1216.0,1185.0,1475.0,723.0,1318.0,1376.0,1018.0,1029.0
80020,761.0,349.0,601.0,242.0,850.0,751.0,723.0,525.0
8664,3604.0,3288.0,4375.0,2178.0,4423.0,5225.0,2896.0,3405.0
23112,997.0,855.0,1177.0,359.0,1393.0,1368.0,1014.0,1001.0
27352,768.0,796.0,709.0,391.0,824.0,1184.0,530.0,687.0
11020,647.0,484.0,775.0,399.0,739.0,680.0,567.0,496.0
23313,2729.0,2022.0,2206.0,834.0,2887.0,2571.0,1700.0,1343.0
10478,252.0,192.0,232.0,187.0,267.0,355.0,218.0,225.0
55007,698.0,501.0,1790.0,640.0,767.0,611.0,564.0,305.0
79734,270.0,268.0,302.0,159.0,393.0,489.0,270.0,305.0
6767,7077.0,5224.0,8204.0,3774.0,8769.0,7535.0,6031.0,5535.0
3560,7.0,1.0,10.0,7.0,2.0,11.0,4.0,10.0
9978,792.0,733.0,612.0,504.0,529.0,749.0,521.0,579.0
2033,2378.0,2402.0,2985.0,1683.0,2662.0,3761.0,1982.0,2552.0
83746,495.0,337.0,627.0,260.0,615.0,634.0,612.0,363.0
150356,42.0,17.0,43.0,11.0,34.0,12.0,25.0,24.0
5905,1628.0,1907.0,1864.0,1480.0,2472.0,3744.0,1534.0,1994.0
23264,4115.0,3597.0,4296.0,2367.0,5300.0,7314.0,3336.0,3544.0
84844,276.0,249.0,294.0,204.0,282.0,375.0,230.0,213.0
50,1773.0,1734.0,2027.0,1189.0,2023.0,2236.0,1365.0,1771.0
171568,878.0,840.0,1077.0,532.0,928.0,1363.0,1061.0,739.0
55687,336.0,385.0,310.0,227.0,381.0,536.0,339.0,322.0
5372,812.0,784.0,836.0,571.0,850.0,1116.0,599.0,871.0
27351,509.0,585.0,690.0,540.0,666.0,928.0,465.0,629.0
64781,1617.0,1383.0,1536.0,1047.0,1766.0,2145.0,1715.0,2007.0
23774,751.0,591.0,851.0,440.0,876.0,1027.0,606.0,734.0
9889,322.0,294.0,309.0,175.0,352.0,505.0,227.0,259.0
23209,36.0,21.0,11.0,4.0,6.0,7.0,19.0,8.0
83933,385.0,376.0,370.0,184.0,304.0,445.0,308.0,394.0
